id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3,year,month,result_clean,toss_won_match,bat_first_team,bat_first_won
1,IPL-2017,Hyderabad,2017-05-04,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,35,0,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,NJ Llong,,2017,5,normal,0,Sunrisers Hyderabad,1
2,IPL-2017,Pune,2017-06-04,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,7,SPD Smith,Maharashtra Cricket Association Stadium,A Nand Kishore,S Ravi,,2017,6,normal,1,Mumbai Indians,0
3,IPL-2017,Rajkot,2017-07-04,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,10,CA Lynn,Saurashtra Cricket Association Stadium,Nitin Menon,CK Nandan,,2017,7,normal,1,Gujarat Lions,0
4,IPL-2017,Indore,2017-08-04,Rising Pune Supergiant,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,6,GJ Maxwell,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,,2017,8,normal,1,Rising Pune Supergiant,0
5,IPL-2017,Bangalore,2017-08-04,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,15,0,KM Jadhav,M Chinnaswamy Stadium,,,,2017,8,normal,1,Royal Challengers Bangalore,1
6,IPL-2017,Hyderabad,2017-09-04,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",A Deshmukh,NJ Llong,,2017,9,normal,1,Gujarat Lions,0
7,IPL-2017,Mumbai,2017-09-04,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,N Rana,Wankhede Stadium,Nitin Menon,CK Nandan,,2017,9,normal,1,Kolkata Knight Riders,0
8,IPL-2017,Indore,2017-10-04,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Punjab Kings,0,8,AR Patel,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,,2017,10,normal,0,Royal Challengers Bangalore,0
9,IPL-2017,Pune,2017-11-04,Delhi Capitals,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Delhi Capitals,97,0,SV Samson,Maharashtra Cricket Association Stadium,AY Dandekar,S Ravi,,2017,11,normal,0,Delhi Capitals,1
10,IPL-2017,Mumbai,2017-12-04,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,JJ Bumrah,Wankhede Stadium,Nitin Menon,CK Nandan,,2017,12,normal,1,Sunrisers Hyderabad,0
11,IPL-2017,Kolkata,2017-04-13,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,SP Narine,Eden Gardens,A Deshmukh,NJ Llong,,2017,4,normal,1,Punjab Kings,0
12,IPL-2017,Bangalore,2017-04-14,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,KA Pollard,M Chinnaswamy Stadium,KN Ananthapadmanabhan,AK Chaudhary,,2017,4,normal,1,Royal Challengers Bangalore,0
13,IPL-2017,Rajkot,2017-04-14,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,7,AJ Tye,Saurashtra Cricket Association Stadium,A Nand Kishore,S Ravi,,2017,4,normal,1,Rising Pune Supergiant,0
14,IPL-2017,Kolkata,2017-04-15,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,17,0,RV Uthappa,Eden Gardens,AY Dandekar,NJ Llong,,2017,4,normal,0,Kolkata Knight Riders,1
15,IPL-2017,Delhi,2017-04-15,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,2017,4,normal,1,Delhi Capitals,1
16,IPL-2017,Mumbai,2017-04-16,Gujarat Lions,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,N Rana,Wankhede Stadium,A Nand Kishore,S Ravi,,2017,4,normal,1,Gujarat Lions,0
17,IPL-2017,Bangalore,2017-04-16,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiant,27,0,BA Stokes,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,,2017,4,normal,0,Rising Pune Supergiant,1
18,IPL-2017,Delhi,2017-04-17,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,normal,0,Kolkata Knight Riders,0,4,NM Coulter-Nile,Feroz Shah Kotla,Nitin Menon,CK Nandan,,2017,4,normal,0,Delhi Capitals,0
19,IPL-2017,Hyderabad,2017-04-17,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Sunrisers Hyderabad,5,0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,A Deshmukh,,2017,4,normal,0,Sunrisers Hyderabad,1
20,IPL-2017,Rajkot,2017-04-18,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,21,0,CH Gayle,Saurashtra Cricket Association Stadium,S Ravi,VK Sharma,,2017,4,normal,0,Royal Challengers Bangalore,1
21,IPL-2017,Hyderabad,2017-04-19,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,15,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,NJ Llong,,2017,4,normal,1,Sunrisers Hyderabad,1
22,IPL-2017,Indore,2017-04-20,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,JC Buttler,Holkar Cricket Stadium,M Erasmus,C Shamshuddin,,2017,4,normal,1,Punjab Kings,0
23,IPL-2017,Kolkata,2017-04-21,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,4,SK Raina,Eden Gardens,CB Gaffaney,Nitin Menon,,2017,4,normal,1,Kolkata Knight Riders,0
24,IPL-2017,Mumbai,2017-04-22,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,14,0,MJ McClenaghan,Wankhede Stadium,A Nand Kishore,S Ravi,,2017,4,normal,0,Mumbai Indians,1
25,IPL-2017,Pune,2017-04-22,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,6,MS Dhoni,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,,2017,4,normal,1,Sunrisers Hyderabad,0
26,IPL-2017,Rajkot,2017-04-23,Punjab Kings,Gujarat Lions,Gujarat Lions,field,normal,0,Punjab Kings,26,0,HM Amla,Saurashtra Cricket Association Stadium,AK Chaudhary,M Erasmus,,2017,4,normal,0,Punjab Kings,1
27,IPL-2017,Kolkata,2017-04-23,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,82,0,NM Coulter-Nile,Eden Gardens,CB Gaffaney,CK Nandan,,2017,4,normal,0,Kolkata Knight Riders,1
28,IPL-2017,Mumbai,2017-04-24,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,0,Rising Pune Supergiant,3,0,BA Stokes,Wankhede Stadium,A Nand Kishore,S Ravi,,2017,4,normal,0,Rising Pune Supergiant,1
29,IPL-2017,Pune,2017-04-26,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,RV Uthappa,Maharashtra Cricket Association Stadium,AY Dandekar,NJ Llong,,2017,4,normal,1,Rising Pune Supergiant,0
30,IPL-2017,Bangalore,2017-04-27,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,7,AJ Tye,M Chinnaswamy Stadium,AK Chaudhary,C Shamshuddin,,2017,4,normal,1,Royal Challengers Bangalore,0
31,IPL-2017,Kolkata,2017-04-28,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,G Gambhir,Eden Gardens,NJ Llong,S Ravi,,2017,4,normal,1,Delhi Capitals,0
32,IPL-2017,Chandigarh,2017-04-28,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Sunrisers Hyderabad,26,0,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,CK Nandan,,2017,4,normal,0,Sunrisers Hyderabad,1
33,IPL-2017,Pune,2017-04-29,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiant,61,0,LH Ferguson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,M Erasmus,,2017,4,normal,0,Rising Pune Supergiant,1
35,IPL-2017,Chandigarh,2017-04-30,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,10,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan,,2017,4,normal,1,Delhi Capitals,0
36,IPL-2017,Hyderabad,2017-04-30,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,48,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,S Ravi,,2017,4,normal,0,Sunrisers Hyderabad,1
37,IPL-2017,Mumbai,2017-01-05,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,0,Mumbai Indians,0,5,RG Sharma,Wankhede Stadium,AK Chaudhary,CB Gaffaney,,2017,1,normal,0,Royal Challengers Bangalore,0
38,IPL-2017,Pune,2017-01-05,Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,5,BA Stokes,Maharashtra Cricket Association Stadium,M Erasmus,C Shamshuddin,,2017,1,normal,1,Gujarat Lions,0
39,IPL-2017,Delhi,2017-02-05,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,Mohammed Shami,Feroz Shah Kotla,YC Barde,Nitin Menon,,2017,2,normal,1,Sunrisers Hyderabad,0
40,IPL-2017,Kolkata,2017-03-05,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,4,RA Tripathi,Eden Gardens,KN Ananthapadmanabhan,A Nand Kishore,,2017,3,normal,1,Kolkata Knight Riders,0
41,IPL-2017,Delhi,2017-04-05,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,RR Pant,Feroz Shah Kotla,M Erasmus,Nitin Menon,,2017,4,normal,1,Gujarat Lions,0
42,IPL-2017,Bangalore,2017-05-05,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Punjab Kings,19,0,Sandeep Sharma,M Chinnaswamy Stadium,CB Gaffaney,C Shamshuddin,,2017,5,normal,0,Punjab Kings,1
43,IPL-2017,Hyderabad,2017-06-05,Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Rising Pune Supergiant,12,0,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,AK Chaudhary,,2017,6,normal,0,Rising Pune Supergiant,1
44,IPL-2017,Delhi,2017-06-05,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,146,0,LMP Simmons,Feroz Shah Kotla,Nitin Menon,CK Nandan,,2017,6,normal,0,Mumbai Indians,1
45,IPL-2017,Bangalore,2017-07-05,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,SP Narine,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,,2017,7,normal,1,Royal Challengers Bangalore,0
46,IPL-2017,Chandigarh,2017-07-05,Punjab Kings,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,VK Sharma,,2017,7,normal,1,Punjab Kings,0
47,IPL-2017,Hyderabad,2017-08-05,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,0,7,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,M Erasmus,,2017,8,normal,0,Mumbai Indians,0
48,IPL-2017,Chandigarh,2017-09-05,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Punjab Kings,14,0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,S Ravi,,2017,9,normal,0,Punjab Kings,1
49,IPL-2017,Kanpur,2017-10-05,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,2,SS Iyer,Green Park,YC Barde,AK Chaudhary,,2017,10,normal,1,Gujarat Lions,0
50,IPL-2017,Mumbai,2017-11-05,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Punjab Kings,7,0,WP Saha,Wankhede Stadium,A Deshmukh,A Nand Kishore,,2017,11,normal,0,Punjab Kings,1
51,IPL-2017,Delhi,2017-12-05,Delhi Capitals,Rising Pune Supergiant,Delhi Capitals,bat,normal,0,Delhi Capitals,7,0,KK Nair,Feroz Shah Kotla,KN Ananthapadmanabhan,CK Nandan,,2017,12,normal,1,Delhi Capitals,1
52,IPL-2017,Kanpur,2017-05-13,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,Mohammed Siraj,Green Park,AK Chaudhary,Nitin Menon,,2017,5,normal,1,Gujarat Lions,0
53,IPL-2017,Kolkata,2017-05-13,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,9,0,AT Rayudu,Eden Gardens,A Nand Kishore,S Ravi,,2017,5,normal,0,Mumbai Indians,1
54,IPL-2017,Pune,2017-05-14,Punjab Kings,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,9,JD Unadkat,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,,2017,5,normal,1,Punjab Kings,0
55,IPL-2017,Delhi,2017-05-14,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,10,0,HV Patel,Feroz Shah Kotla,CK Nandan,C Shamshuddin,,2017,5,normal,1,Royal Challengers Bangalore,1
56,IPL-2017,Mumbai,2017-05-16,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,0,Rising Pune Supergiant,20,0,Washington Sundar,Wankhede Stadium,S Ravi,C Shamshuddin,,2017,5,normal,0,Rising Pune Supergiant,1
57,IPL-2017,Bangalore,2017-05-17,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0,7,NM Coulter-Nile,M Chinnaswamy Stadium,AK Chaudhary,Nitin Menon,,2017,5,normal,1,Sunrisers Hyderabad,0
58,IPL-2017,Bangalore,2017-05-19,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,KV Sharma,M Chinnaswamy Stadium,NJ Llong,Nitin Menon,,2017,5,normal,1,Kolkata Knight Riders,0
59,IPL-2017,Hyderabad,2017-05-21,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,normal,0,Mumbai Indians,1,0,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,S Ravi,,2017,5,normal,1,Mumbai Indians,1
60,IPL-2008,Bangalore,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,140,0,BB McCullum,M Chinnaswamy Stadium,Asad Rauf,RE Koertzen,,2008,4,normal,0,Kolkata Knight Riders,1
61,IPL-2008,Chandigarh,2008-04-19,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,33,0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",MR Benson,SL Shastri,,2008,4,normal,1,Chennai Super Kings,1
62,IPL-2008,Delhi,2008-04-19,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Delhi Capitals,0,9,MF Maharoof,Feroz Shah Kotla,Aleem Dar,GA Pratapkumar,,2008,4,normal,0,Rajasthan Royals,0
63,IPL-2008,Mumbai,2008-04-20,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,5,MV Boucher,Wankhede Stadium,SJ Davis,DJ Harper,,2008,4,normal,0,Mumbai Indians,0
64,IPL-2008,Kolkata,2008-04-20,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,5,DJ Hussey,Eden Gardens,BF Bowden,K Hariharan,,2008,4,normal,0,Sunrisers Hyderabad,0
65,IPL-2008,Jaipur,2008-04-21,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,normal,0,Rajasthan Royals,0,6,SR Watson,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin,,2008,4,normal,0,Punjab Kings,0
66,IPL-2008,Hyderabad,2008-04-22,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,0,Delhi Capitals,0,9,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,,2008,4,normal,0,Sunrisers Hyderabad,0
67,IPL-2008,Chennai,2008-04-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Chennai Super Kings,6,0,ML Hayden,"MA Chidambaram Stadium, Chepauk",DJ Harper,GA Pratapkumar,,2008,4,normal,0,Chennai Super Kings,1
68,IPL-2008,Hyderabad,2008-04-24,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,MR Benson,,2008,4,normal,1,Sunrisers Hyderabad,0
69,IPL-2008,Chandigarh,2008-04-25,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Punjab Kings,66,0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,AM Saheba,,2008,4,normal,0,Punjab Kings,1
70,IPL-2008,Bangalore,2008-04-26,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,SR Watson,M Chinnaswamy Stadium,MR Benson,IL Howell,,2008,4,normal,1,Royal Challengers Bangalore,0
71,IPL-2008,Chennai,2008-04-26,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0,9,JDP Oram,"MA Chidambaram Stadium, Chepauk",BF Bowden,AV Jayaprakash,,2008,4,normal,0,Kolkata Knight Riders,0
72,IPL-2008,Mumbai,2008-04-27,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,10,AC Gilchrist,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri,,2008,4,normal,1,Mumbai Indians,0
73,IPL-2008,Chandigarh,2008-04-27,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,normal,0,Punjab Kings,0,4,SM Katich,"Punjab Cricket Association Stadium, Mohali",RE Koertzen,I Shivram,,2008,4,normal,0,Delhi Capitals,0
74,IPL-2008,Bangalore,2008-04-28,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,13,0,MS Dhoni,M Chinnaswamy Stadium,BR Doctrove,RB Tiffin,,2008,4,normal,1,Chennai Super Kings,1
75,IPL-2008,Kolkata,2008-04-29,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,7,ST Jayasuriya,Eden Gardens,BF Bowden,AV Jayaprakash,,2008,4,normal,0,Kolkata Knight Riders,0
76,IPL-2008,Delhi,2008-04-30,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Delhi Capitals,10,0,GD McGrath,Feroz Shah Kotla,Aleem Dar,I Shivram,,2008,4,normal,0,Delhi Capitals,1
77,IPL-2008,Hyderabad,2008-01-05,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,7,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,RB Tiffin,,2008,1,normal,1,Sunrisers Hyderabad,0
78,IPL-2008,Jaipur,2008-01-05,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,45,0,SA Asnodkar,Sawai Mansingh Stadium,RE Koertzen,GA Pratapkumar,,2008,1,normal,1,Rajasthan Royals,1
79,IPL-2008,Chennai,2008-02-05,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Delhi Capitals,0,8,V Sehwag,"MA Chidambaram Stadium, Chepauk",BF Bowden,K Hariharan,,2008,2,normal,0,Chennai Super Kings,0
80,IPL-2008,Hyderabad,2008-05-25,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Royal Challengers Bangalore,0,5,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,RE Koertzen,,2008,5,normal,0,Sunrisers Hyderabad,0
81,IPL-2008,Chandigarh,2008-03-05,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,normal,0,Punjab Kings,9,0,IK Pathan,"Punjab Cricket Association Stadium, Mohali",DJ Harper,I Shivram,,2008,3,normal,1,Punjab Kings,1
82,IPL-2008,Mumbai,2008-04-05,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,29,0,SM Pollock,Dr DY Patil Sports Academy,IL Howell,RE Koertzen,,2008,4,normal,0,Mumbai Indians,1
83,IPL-2008,Jaipur,2008-04-05,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,8,Sohail Tanvir,Sawai Mansingh Stadium,Asad Rauf,AV Jayaprakash,,2008,4,normal,0,Chennai Super Kings,0
84,IPL-2008,Bangalore,2008-05-05,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,6,S Sreesanth,M Chinnaswamy Stadium,SJ Davis,BR Doctrove,,2008,5,normal,1,Royal Challengers Bangalore,0
85,IPL-2008,Chennai,2008-06-05,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,7,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",MR Benson,RB Tiffin,,2008,6,normal,1,Chennai Super Kings,0
86,IPL-2008,Mumbai,2008-07-05,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,A Nehra,Dr DY Patil Sports Academy,DJ Harper,RE Koertzen,,2008,7,normal,1,Rajasthan Royals,0
87,IPL-2008,Delhi,2008-08-05,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,MS Dhoni,Feroz Shah Kotla,Aleem Dar,RB Tiffin,,2008,8,normal,1,Delhi Capitals,0
88,IPL-2008,Kolkata,2008-08-05,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,5,0,SC Ganguly,Eden Gardens,Asad Rauf,IL Howell,,2008,8,normal,1,Kolkata Knight Riders,1
89,IPL-2008,Jaipur,2008-09-05,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,YK Pathan,Sawai Mansingh Stadium,MR Benson,AM Saheba,,2008,9,normal,1,Sunrisers Hyderabad,0
90,IPL-2008,Bangalore,2008-05-28,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,CRD Fernando,M Chinnaswamy Stadium,BF Bowden,AV Jayaprakash,,2008,5,normal,1,Royal Challengers Bangalore,0
91,IPL-2008,Chennai,2008-10-05,Chennai Super Kings,Punjab Kings,Punjab Kings,field,normal,0,Chennai Super Kings,18,0,L Balaji,"MA Chidambaram Stadium, Chepauk",AV Jayaprakash,BG Jerling,,2008,10,normal,0,Chennai Super Kings,1
92,IPL-2008,Hyderabad,2008-11-05,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,23,0,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,,2008,11,normal,1,Kolkata Knight Riders,1
93,IPL-2008,Jaipur,2008-11-05,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,SR Watson,Sawai Mansingh Stadium,SJ Davis,RE Koertzen,,2008,11,normal,1,Delhi Capitals,0
94,IPL-2008,Chandigarh,2008-12-05,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Punjab Kings,0,9,SE Marsh,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,I Shivram,,2008,12,normal,0,Royal Challengers Bangalore,0
95,IPL-2008,Kolkata,2008-05-13,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,23,0,Shoaib Akhtar,Eden Gardens,Asad Rauf,IL Howell,,2008,5,normal,1,Kolkata Knight Riders,1
96,IPL-2008,Mumbai,2008-05-14,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,ST Jayasuriya,Wankhede Stadium,BR Doctrove,AM Saheba,,2008,5,normal,1,Chennai Super Kings,0
97,IPL-2008,Chandigarh,2008-05-28,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Punjab Kings,41,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",SJ Davis,K Hariharan,,2008,5,normal,0,Punjab Kings,1
98,IPL-2008,Delhi,2008-05-15,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,12,0,A Mishra,Feroz Shah Kotla,BG Jerling,GA Pratapkumar,,2008,5,normal,0,Delhi Capitals,1
99,IPL-2008,Mumbai,2008-05-16,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,SM Pollock,Wankhede Stadium,BR Doctrove,DJ Harper,,2008,5,normal,1,Kolkata Knight Riders,0
100,IPL-2008,Delhi,2008-05-17,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,normal,1,Punjab Kings,6,0,DPMD Jayawardene,Feroz Shah Kotla,AV Jayaprakash,RE Koertzen,,2008,5,normal,0,Delhi Capitals,0
101,IPL-2008,Jaipur,2008-05-17,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,65,0,GC Smith,Sawai Mansingh Stadium,BF Bowden,SL Shastri,,2008,5,normal,0,Rajasthan Royals,1
102,IPL-2008,Hyderabad,2008-05-18,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Mumbai Indians,25,0,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,DJ Harper,,2008,5,normal,0,Mumbai Indians,1
